OID,CID,longitude,latitude
2229,3,-123.7876543,35.94007038
1365,3,-121.9824003,35.94033117
9429,3,-123.1898086,35.94079884
8764,3,-124.1876842,35.9419906
6287,3,-122.200188,35.94305729
7510,3,-121.8931696,35.94461364
8432,3,-122.2725508,35.9452529
8503,3,-124.2298523,35.94538477
5087,3,-122.107079,35.9478395
1100,3,-123.6110055,35.94810861
6810,3,-122.5212873,35.94825025
9258,3,-122.4844233,35.94938103
6667,3,-124.8237257,35.94995166
6555,3,-122.7668042,35.9505249
1993,3,-121.5952439,35.95068307
8436,3,-124.4328264,35.9519214
5908,3,-121.7911243,35.95276835
6347,3,-124.8598783,35.95315819
697,3,-122.9371481,35.95326714
8332,3,-121.9466636,35.95406593
5290,3,-122.8874481,35.95510367
6967,3,-123.6239015,35.9552958
5471,3,-124.7351035,35.95578603
8405,3,-123.3764273,35.95621624
5824,3,-123.8103119,35.95807797
6900,3,-122.0946379,35.95859996
3513,3,-121.5271904,35.9602821
2449,3,-122.0954991,35.96133024
2098,3,-122.258925,35.96250853
4824,3,-124.7286429,35.96266197
7478,3,-121.7673394,35.96331111
4526,3,-123.6825389,35.96445288
5622,3,-123.4627161,35.96558076
8423,3,-121.7680187,35.96626947
2714,3,-124.8881975,35.96658919
1959,3,-124.1279011,35.96778204
3378,3,-124.1690323,35.96824689
8881,3,-122.9754126,35.96971168
4285,3,-123.7135449,35.97113594
3346,3,-122.2654137,35.97281692
1597,3,-124.825285,35.97383809
1745,3,-123.920712,35.97555267
4260,3,-121.9991314,35.97577272
2756,3,-122.9251008,35.9768308
1195,3,-122.2456728,35.97700884
209,3,-121.9960397,35.97823455
6302,3,-123.3826421,35.97932906
9528,3,-124.8645889,35.97986075
9715,3,-122.8481016,35.98014114
5550,3,-122.6134562,35.98457661
5328,3,-124.8724377,35.984831
8880,3,-122.153046,35.98488989
5322,3,-121.5109716,35.98500244
716,3,-122.1710799,35.98600747
6559,3,-124.5959089,35.98855047
484,3,-122.403785,35.98937114
8753,3,-122.5639817,35.99055014
4827,3,-123.4365598,35.99079166
8243,3,-123.4963648,35.99405615
6160,3,-122.8392562,35.99448368
1351,3,-124.5149218,35.99541122
5446,3,-124.8593618,35.995556
508,3,-121.6802514,35.99633712
6520,3,-122.9946514,35.99648017
9027,3,-124.9245778,35.99766947
3085,3,-122.2091153,35.99808287
2776,3,-123.7306555,35.99963927
1397,3,-123.9940561,36.00082444
9240,3,-122.8176343,36.00110175
8330,3,-122.3035591,36.00223736
6015,3,-124.6200597,36.00264401
6463,3,-124.3801566,36.00375794
8287,3,-122.8862101,36.00378764
1544,3,-122.2360757,36.00644414
8924,3,-122.5728441,36.00791171
6644,3,-123.0918727,36.00952717
8479,3,-124.2021713,36.00986302
6319,3,-124.8687081,36.01041584
5751,3,-122.6110942,36.01050598
1492,3,-123.1398545,36.01157163
6151,3,-122.3290875,36.01248408
6326,3,-121.6419403,36.01274321
472,3,-122.5848721,36.01307321
7963,3,-123.9565238,36.01338502
9905,3,-124.7000845,36.01383819
906,3,-124.2190522,36.01522276
7579,3,-124.3876928,36.01556312
8646,3,-122.4407995,36.01849837
9473,3,-122.2873028,36.01857075
3348,3,-121.5412651,36.01860592
9771,3,-121.8898701,36.01905713
23,3,-122.2122998,36.01994075
7985,3,-122.2776551,36.02096612
1361,3,-122.1340731,36.0210067
4103,3,-124.3722461,36.02179103
4138,3,-124.6312552,36.02329899
4615,3,-121.8140725,36.02411018
8046,3,-121.7359467,36.02695436
8994,3,-123.9460001,36.02783158
6570,3,-123.8250453,36.02866404
4359,3,-123.6939931,36.02901757
6219,3,-122.8908556,36.02980043
6376,3,-122.8585176,36.03478908
8109,3,-121.9276732,36.03517377
8787,3,-123.5747853,36.03553424
3248,3,-123.4429892,36.03596409
2269,3,-122.5417492,36.03741365
507,3,-123.263149,36.03831614
788,3,-123.0865428,36.03927596
3495,3,-124.5066745,36.03929789
1426,3,-121.9797557,36.04008893
7024,3,-121.7078612,36.04267029
3913,3,-123.2244974,36.04399722
7108,3,-123.1466265,36.04541627
8965,3,-121.8512136,36.04603046
5855,3,-122.9992088,36.04661241
4994,3,-122.6222175,36.04869249
3683,3,-123.4572158,36.04872697
1662,3,-123.6419801,36.04875538
7216,3,-124.9602081,36.04970123
8903,3,-123.7767068,36.04972378
5294,3,-124.0103695,36.05060556
9547,3,-123.5001787,36.05061447
9693,3,-122.3466453,36.05315845
2210,3,-124.1334717,36.0534153
4438,3,-124.7670041,36.05680504
3295,3,-124.248543,36.05840007
5845,3,-124.4946834,36.05854297
9611,3,-123.8077704,36.0610338
1941,3,-122.3149881,36.06215974
2885,3,-122.1959688,36.06243224
5164,3,-121.6765891,36.06279028
3352,3,-124.5852292,36.06406381
4765,3,-122.7627117,36.06477784
2621,3,-122.3023736,36.06532662
6267,3,-123.0073966,36.06570256
2062,3,-124.3767477,36.06700173
9403,3,-123.1810783,36.06868359
827,3,-123.3464056,36.06872516
1746,3,-121.6114361,36.0695311
5856,3,-124.5567597,36.06979938
7091,3,-121.807901,36.07166225
4647,3,-124.1279257,36.07351369
6646,3,-122.5644744,36.07521985
1521,3,-123.4868185,36.07528992
5768,3,-122.227386,36.07596898
47,3,-123.5581526,36.07676992
4960,3,-123.8412561,36.07745638
4620,3,-122.9820846,36.07869717
7384,3,-121.7090292,36.08259832
7595,3,-124.5011627,36.08487262
9618,3,-123.0451983,36.08496621
1713,3,-124.8570802,36.08749471
1228,3,-123.8574672,36.08908971
4799,3,-122.5276425,36.08968348
1493,3,-124.1780979,36.08978521
7824,3,-123.6559576,36.0907989
6984,3,-124.7172232,36.095366
9281,3,-123.4003955,36.09537591
6492,3,-124.9780064,36.09697161
4240,3,-124.7963815,36.09779743
4553,3,-122.8767455,36.10056069
7410,3,-121.6994062,36.10092567
7881,3,-123.1147334,36.10094135
5145,3,-122.6558799,36.1029329
1935,3,-122.0601267,36.10322728
9203,3,-124.0644505,36.1032278
7230,3,-124.469487,36.10362141
4367,3,-122.220581,36.10436839
340,3,-122.400691,36.10499892
2591,3,-123.1085769,36.10831891
9285,3,-123.753533,36.10836885
4608,3,-123.9505383,36.11002636
412,3,-123.3721722,36.11192856
5234,3,-122.9018493,36.11221095
1002,3,-124.86,36.1133285
7021,3,-124.1140289,36.11620071
9246,3,-124.0690864,36.11667942
8000,3,-124.0853267,36.11852658
1241,3,-124.2737801,36.12048994
6090,3,-122.083926,36.12071823
4200,3,-122.2078348,36.12212548
8372,3,-123.1435073,36.12333519
9213,3,-123.8479319,36.12361456
6261,3,-121.8530655,36.12438785
3630,3,-122.1531739,36.1252737
1661,3,-124.4770723,36.1280015
2952,3,-124.3674805,36.1283994
1413,3,-123.7254554,36.12950927
8530,3,-123.0430977,36.129932
4682,3,-121.7301813,36.13047978
5003,3,-123.2057219,36.13101591
5259,3,-122.6387545,36.13138607
6095,3,-124.0327228,36.13182093
1793,3,-124.1300805,36.13369535
6965,3,-123.4162883,36.1341052
3626,3,-122.5216531,36.13582004
241,3,-122.3498133,36.13763415
3229,3,-122.1996066,36.13834296
706,3,-121.9776104,36.13916986
5526,3,-123.5067714,36.13927639
9445,3,-123.4411608,36.14142081
6466,3,-123.7550146,36.14269688
925,3,-123.0099368,36.14360284
6276,3,-124.386984,36.14466354
3419,3,-124.3379357,36.14876938
3266,3,-123.7334314,36.14948015
1418,3,-121.6886666,36.14983117
8548,3,-121.7860336,36.15324732
4776,3,-124.5563933,36.1542429
1808,3,-121.8524916,36.15436948
9183,3,-121.8079802,36.15566988
32,3,-123.6566941,36.15905366
2174,3,-123.7062055,36.16026228
621,3,-123.3510231,36.1604995
451,3,-121.9506707,36.16067025
6894,3,-122.3901154,36.16078716
6765,3,-123.3372249,36.16191682
4472,3,-123.4189523,36.16307213
7630,3,-124.9229648,36.16337866
7317,3,-124.901459,36.16350283
8941,3,-123.5442673,36.16476829
5358,3,-121.7337208,36.1655242
3973,3,-122.2491042,36.16684102
5172,3,-123.4704589,36.16775957
69,3,-123.8006043,36.16831243
8871,3,-122.3841139,36.1703219
10000,3,-122.993706,36.17069744
8483,3,-122.1300589,36.17095017
4724,3,-124.6212521,36.17346427
2646,3,-122.166885,36.17647344
2342,3,-124.5374215,36.17704214
4412,3,-123.3739534,36.17754788
4224,3,-122.7631303,36.18058909
939,3,-123.1369486,36.18212595
8016,3,-121.9464973,36.1868804
9370,3,-124.7346599,36.1883176
6915,3,-122.0186776,36.19091119
2276,3,-124.9142345,36.19234828
7276,3,-124.6531658,36.19565673
8057,3,-124.576252,36.19853098
5934,3,-121.9370495,36.19910216
5424,3,-124.3733326,36.19971339
9630,3,-122.9346621,36.20301648
9911,3,-124.0748829,36.20333597
7470,3,-121.7509531,36.2055477
1516,3,-122.8801371,36.20651619
2125,3,-121.9988995,36.20723528
7271,3,-122.7438352,36.20746781
6877,3,-124.933518,36.21006642
4417,3,-124.2898458,36.21274219
6410,3,-124.2428499,36.21492462
7885,3,-124.8141231,36.21544656
8606,3,-124.6734106,36.21545009
1809,3,-124.1387234,36.21588333
9904,3,-123.9050551,36.2187749
1896,3,-124.6414762,36.21937738
7171,3,-123.7213397,36.22178393
6632,3,-122.3353314,36.22312568
6480,3,-122.3377784,36.22503177
3718,3,-122.7757287,36.22574525
6158,3,-122.5522379,36.22788335
9825,3,-124.5546101,36.23005553
7315,3,-123.5307869,36.2301907
678,3,-123.8436266,36.23108465
7703,3,-122.8620092,36.2338043
5563,3,-124.1929379,36.23407656
1757,3,-123.1395566,36.23492481
3380,3,-122.8527517,36.23632723
7048,3,-122.5759078,36.2366257
6726,3,-123.5241802,36.23902087
204,3,-122.6744637,36.23906227
1851,3,-123.6203394,36.24035683
4479,3,-122.4494642,36.24090766
6292,3,-123.0541091,36.24180073
5943,3,-124.7428636,36.2451872
9951,3,-122.5377729,36.24545827
8488,3,-122.2159391,36.24684816
6607,3,-123.9641739,36.24706394
852,3,-123.3962189,36.24834598
1173,3,-124.2636044,36.25099555
8914,3,-124.2643432,36.25129647
2972,3,-124.1861482,36.25303183
8547,3,-123.7919631,36.25319075
5900,3,-122.1864718,36.25679406
3554,3,-123.017061,36.25725628
2953,3,-121.9579305,36.25801556
7975,3,-123.3486104,36.26004672
2083,3,-123.1669714,36.26018893
16,3,-122.6914419,36.26079116
9263,3,-122.1886936,36.26091687
254,3,-122.1504911,36.26130587
6796,3,-123.4889414,36.26197528
8666,3,-123.1478889,36.26265832
6403,3,-122.1534219,36.26410295
6505,3,-124.1524298,36.26530339
3465,3,-125.0789247,36.26941149
5877,3,-122.4391624,36.26941932
1603,3,-121.9206065,36.27045114
7418,3,-123.7856921,36.27135716
7134,3,-125.0438389,36.272353
4634,3,-123.6339415,36.27266284
3940,3,-124.440505,36.2739441
8751,3,-122.2322415,36.27776589
369,3,-123.6344256,36.27820741
5416,3,-122.264531,36.2792643
1686,3,-124.2219357,36.27959155
9400,3,-124.2835598,36.28185519
4505,3,-124.7600071,36.28280281
8943,3,-124.018858,36.28305661
8390,3,-124.0753033,36.28366374
7474,3,-122.7694715,36.28415302
1011,3,-124.9032105,36.28602046
3423,3,-122.3776537,36.28660947
2549,3,-123.3394899,36.28673733
477,3,-122.8216791,36.28699571
4875,3,-122.5928961,36.28784354
8632,3,-122.9423721,36.29001291
5519,3,-122.8671019,36.29232787
7059,3,-124.5777718,36.2929338
1473,3,-123.5089612,36.29309126
520,3,-123.4262959,36.2974514
2358,3,-122.2814163,36.29786838
8803,3,-125.0947172,36.29916424
9872,3,-124.9060482,36.30032992
352,3,-122.892286,36.30231058
6453,3,-124.7814186,36.30370546
659,3,-122.7942647,36.30505566
996,3,-124.0144456,36.30544969
4091,3,-124.4120836,36.30693299
4552,3,-124.3998583,36.30918024
8690,3,-122.6112836,36.30956929
9340,3,-125.0133985,36.30994478
6366,3,-125.1108269,36.31040266
8848,3,-122.2146847,36.3144052
8014,3,-122.6296333,36.31487039
8998,3,-124.4277955,36.31521297
5774,3,-123.9425284,36.31649922
5016,3,-122.0575051,36.31702776
1364,3,-122.5344806,36.31726132
8689,3,-123.7709418,36.31744268
8012,3,-123.0400997,36.31782949
6275,3,-121.9128131,36.31835263
5071,3,-123.0957387,36.3187862
7356,3,-122.2231782,36.31919127
297,3,-123.9429257,36.31960907
432,3,-124.8532122,36.32184657
8587,3,-124.4749396,36.32367286
4870,3,-122.2401914,36.32422726
8067,3,-123.1377038,36.32698964
1892,3,-122.4223164,36.32990329
5088,3,-122.1036141,36.33005015
5617,3,-122.6505802,36.33289345
1769,3,-123.7874619,36.33314586
4856,3,-122.1272432,36.33417317
213,3,-124.3285432,36.33651196
5535,3,-122.5491164,36.33850421
5411,3,-123.1376583,36.3385682
6435,3,-124.0728882,36.33888576
8175,3,-125.1438338,36.33902643
8041,3,-125.1094547,36.3398587
5415,3,-124.0602535,36.34066762
2194,3,-123.833058,36.34261457
8293,3,-125.0329888,36.34407013
4578,3,-124.5573545,36.34443651
5718,3,-124.4630851,36.34656014
1451,3,-122.8771749,36.34688109
147,3,-122.9490287,36.34712771
1920,3,-122.0287678,36.34821138
2587,3,-124.2333137,36.34885076
5593,3,-125.1772545,36.34923592
467,3,-124.6879829,36.34989237
2443,3,-125.0538194,36.35054439
4890,3,-122.3160705,36.3547303
6039,3,-125.1622226,36.35664884
6867,3,-123.8196954,36.35842273
745,3,-122.076211,36.35951171
6137,3,-123.3308958,36.36069488
4901,3,-124.0129351,36.3614917
5710,3,-122.6696814,36.36161993
8277,3,-124.9612983,36.36240274
9519,3,-124.5097426,36.36441944
7779,3,-122.3497747,36.36463484
5041,3,-124.3554757,36.36467387
3475,3,-122.9406854,36.36551054
650,3,-124.0437039,36.36740113
5974,3,-125.0686588,36.37600171
4274,3,-124.3735584,36.37760918
6920,3,-123.3826258,36.37907846
2220,3,-123.5043994,36.37977468
9623,3,-122.5138291,36.37998
8683,3,-122.2676256,36.38203521
9168,3,-122.1168123,36.38434129
7526,3,-125.2181567,36.3874782
5940,3,-122.4529557,36.38845619
6931,3,-122.7200852,36.38926334
7307,3,-123.7545592,36.3892918
7717,3,-123.8243439,36.3905342
4977,3,-124.822959,36.39147339
7612,3,-124.3305147,36.39342345
4574,3,-124.947324,36.39388762
2648,3,-124.0923452,36.39511159
1355,3,-124.9280193,36.39516126
7298,3,-122.4529673,36.39541088
7799,3,-124.922536,36.39826762
3016,3,-122.8055011,36.39846666
2713,3,-122.165908,36.40063687
6874,3,-123.7056293,36.40109457
7513,3,-124.2006246,36.40233192
7877,3,-123.8815635,36.40270237
8495,3,-124.3877032,36.40357423
5811,3,-122.0545427,36.40367246
829,3,-122.7257367,36.40379487
9584,3,-122.8990077,36.40380014
6926,3,-122.4585056,36.40507367
8731,3,-124.5276414,36.40519982
835,3,-122.3774362,36.40819973
959,3,-124.4207411,36.40892303
6183,3,-124.9043921,36.40990767
4108,3,-124.8463225,36.41126626
5706,3,-122.9562544,36.41146547
9341,3,-123.2216605,36.41172364
449,3,-122.4961627,36.41188901
5165,3,-122.3371522,36.41208855
7456,3,-123.4043383,36.41260868
5023,3,-125.0390575,36.41324442
531,3,-125.0925976,36.41435598
8932,3,-123.3126553,36.41462823
6232,3,-124.9238203,36.41631994
5649,3,-123.2172649,36.41706216
8586,3,-122.9026913,36.41843319
300,3,-124.2998627,36.42154671
614,3,-123.6941271,36.42253032
3129,3,-122.9171235,36.42477583
7277,3,-122.7728434,36.42634768
5241,3,-122.0315216,36.42661741
7591,3,-124.3890764,36.42725303
7886,3,-123.4873198,36.42804505
3704,3,-123.7446167,36.42888409
8394,3,-124.9918249,36.42889113
1447,3,-123.2546666,36.4324158
9422,3,-124.0782602,36.43297795
6355,3,-122.205724,36.43308684
9688,3,-122.1306656,36.43310144
4674,3,-124.7038271,36.43394615
5312,3,-124.2993706,36.43560952
7571,3,-122.7677481,36.43637949
8300,3,-123.3780215,36.43941811
5166,3,-124.7875178,36.43987173
5194,3,-124.8921029,36.44557788
3213,3,-121.9055056,36.44576453
6600,3,-124.5516675,36.44590546
5642,3,-123.0662383,36.44609676
6536,3,-122.3359752,36.44792727
1819,3,-122.3695625,36.45020797
9806,3,-122.739547,36.45126027
5968,3,-122.8659237,36.45185306
9727,3,-123.4522885,36.45227187
2144,3,-122.3694138,36.4522942
978,3,-121.9500875,36.45269314
9262,3,-123.0093117,36.45368498
4169,3,-122.0977733,36.45381906
4599,3,-123.9068633,36.45420944
9217,3,-125.0909131,36.45429322
7564,3,-123.9734826,36.45645865
2392,3,-122.4140948,36.4570167
859,3,-122.79455,36.45707882
6071,3,-122.4674339,36.45777128
9656,3,-124.1528572,36.45875046
5546,3,-124.2263472,36.45939258
8615,3,-124.6908611,36.45996439
2184,3,-125.2196476,36.46010517
4683,3,-123.1389822,36.4618149
6647,3,-122.7654599,36.46226619
2919,3,-123.8360911,36.46285696
7221,3,-122.3310983,36.46427045
1416,3,-123.5141675,36.46555792
7092,3,-122.4619566,36.46739927
9063,3,-124.5941037,36.46775359
9334,3,-123.5880342,36.46838751
3611,3,-125.074046,36.47022247
8634,3,-122.747688,36.47295217
2673,3,-123.8411946,36.47351756
6648,3,-125.1702898,36.47504358
3652,3,-123.2912096,36.4750995
9830,3,-123.022233,36.4785861
5151,3,-123.3804333,36.47918196
1411,3,-124.0061763,36.48256569
2085,3,-122.6538634,36.48257105
4750,3,-122.7600733,36.48299629
7524,3,-122.9764934,36.48389798
4296,3,-124.8188009,36.48393356
9940,3,-123.664832,36.48411459
5917,3,-124.2662249,36.48442781
200,3,-124.8023991,36.48475804
1208,3,-123.2989777,36.48517486
2787,3,-124.164969,36.48562058
8644,3,-123.7893604,36.4879369
7296,3,-123.8583644,36.48849267
1795,3,-121.9393916,36.49042527
4618,3,-124.4792646,36.49245465
5372,3,-124.4301197,36.49357473
4043,3,-123.9074369,36.49583875
4971,3,-122.9427514,36.49641768
2654,3,-124.0100846,36.49672442
5417,3,-123.9031207,36.49675742
2138,3,-124.4924071,36.497327
8535,3,-122.1322891,36.49874275
9480,3,-124.4255755,36.49949785
887,3,-125.1083468,36.5010962
7493,3,-124.6919165,36.50628786
3365,3,-122.1973535,36.50697085
239,3,-122.2760781,36.5073014
7699,3,-123.2020502,36.50958872
188,3,-124.7825507,36.50965956
2936,3,-122.0212758,36.50988721
7212,3,-125.2025764,36.51016368
6849,3,-123.3468207,36.51157402
4950,3,-124.1100993,36.51210045
6190,3,-123.7271706,36.51273363
3999,3,-123.3903485,36.51347211
8691,3,-124.2413037,36.51594263
5316,3,-123.0800175,36.51641893
3689,3,-124.3675897,36.5176071
7903,3,-123.2144827,36.51799255
2458,3,-123.7123581,36.52039463
3000,3,-123.9844359,36.52086779
5072,3,-122.0913852,36.52261565
2275,3,-122.2779842,36.52490293
4336,3,-125.1903014,36.52586609
3172,3,-124.8363178,36.52604353
7009,3,-122.9657096,36.52712988
4302,3,-123.7344254,36.52744075
2455,3,-124.5245006,36.52859498
7405,3,-122.3793677,36.52948748
8750,3,-122.6026089,36.52955198
4033,3,-123.3089879,36.53004864
7871,3,-124.6373469,36.53064251
5792,3,-123.4610675,36.53257886
7529,3,-123.0686046,36.53263826
8029,3,-122.1268959,36.5351265
4124,3,-123.6849545,36.53692851
8101,3,-124.1290019,36.53699935
1615,3,-125.3156659,36.5418222
7145,3,-123.846497,36.54200525
8898,3,-124.339257,36.54225267
7245,3,-122.2924091,36.54365304
5019,3,-123.9177733,36.54712611
5225,3,-122.7435755,36.54745667
5914,3,-124.9639879,36.54776111
6322,3,-125.059986,36.54861187
1059,3,-122.1031384,36.54883716
6178,3,-122.3516857,36.54923569
5714,3,-122.1064263,36.55069682
176,3,-124.8376595,36.55116893
7635,3,-122.0975384,36.55171519
9446,3,-122.8488938,36.55377241
171,3,-124.7504815,36.55396109
2052,3,-124.5835044,36.55693868
6253,3,-122.1955178,36.55769187
9973,3,-125.3247607,36.55868717
4036,3,-122.270815,36.56146203
8811,3,-123.8814478,36.56157926
9479,3,-123.5066241,36.56233217
8308,3,-123.3567247,36.56401681
130,3,-123.600765,36.56558251
2325,3,-123.746999,36.56733164
3492,3,-124.1779179,36.57518925
7919,3,-123.6947072,36.57556772
4645,3,-122.1129386,36.57693961
3886,3,-122.0775522,36.57722674
4702,3,-122.7434116,36.57738979
1007,3,-122.8039315,36.57957245
3662,3,-122.0741779,36.57981059
6465,3,-125.1672582,36.58047366
6065,3,-122.4980548,36.58123647
7672,3,-123.0548187,36.58189614
6821,3,-124.3374731,36.58214408
1412,3,-123.2704326,36.58400486
9094,3,-122.4707184,36.58528953
2075,3,-123.7676444,36.59438576
6672,3,-123.0793228,36.59559966
7753,3,-121.9735021,36.60052087
667,3,-124.3522415,36.60092555
323,3,-122.6966218,36.6018707
8242,3,-125.365416,36.60214927
9607,3,-124.3091884,36.60421076
8533,3,-124.8284431,36.61079954
1832,3,-123.7250862,36.61129456
3286,3,-122.3034788,36.61174735
5944,3,-124.8172147,36.61269692
5518,3,-124.2436407,36.61627074
8070,3,-122.5116706,36.61643415
7976,3,-124.2646638,36.61905404
55,3,-125.1194264,36.62112665
2218,3,-122.0875207,36.62172766
3653,3,-125.3869056,36.62232341
6905,3,-124.0885868,36.62288349
1860,3,-122.3581754,36.62335647
7540,3,-123.6128209,36.6248131
1406,3,-123.2386191,36.6250461
6016,3,-123.7676587,36.63077361
2576,3,-124.3333611,36.63360334
9606,3,-122.6731827,36.63442841
9122,3,-123.823222,36.63546343
8698,3,-123.7892823,36.63590609
5551,3,-124.4430003,36.63758684
2768,3,-125.2206454,36.63779269
2869,3,-123.0136469,36.63793699
1061,3,-122.3316812,36.63888644
7823,3,-124.7235807,36.63992725
6575,3,-122.0071289,36.64008962
1703,3,-124.0090367,36.64020261
2147,3,-124.8506556,36.6404114
6791,3,-124.8760046,36.64390116
2157,3,-122.5608176,36.64572701
4400,3,-122.9582454,36.64803009
175,3,-124.1319759,36.64935357
4368,3,-124.880138,36.64960132
8233,3,-124.3426449,36.64960693
1494,3,-123.2217627,36.65031024
1237,3,-124.9016089,36.65335814
3242,3,-124.6583726,36.65389812
7833,3,-122.9413006,36.65407792
5580,3,-124.5895852,36.65635079
264,3,-122.379048,36.65679309
3119,3,-123.3324562,36.65757717
9417,3,-123.6885545,36.65767113
4792,3,-123.4844398,36.65856115
1206,3,-124.323904,36.66254273
4513,3,-123.4948624,36.66335009
3260,3,-125.1553288,36.66438822
326,3,-122.1282788,36.66471287
3243,3,-123.4618464,36.66487939
307,3,-123.963829,36.66540318
9724,3,-124.4619526,36.66606188
6113,3,-124.7211498,36.66669207
